,date,store,item,forecast
9986,1/19/2018,3,13,88.80751793
9987,1/20/2018,3,13,95.43364627
9988,1/21/2018,3,13,103.9817772
9989,1/22/2018,3,13,60.88427137
9990,1/23/2018,3,13,76.99661308
9991,1/24/2018,3,13,76.92239907
9992,1/25/2018,3,13,80.40529487
9993,1/26/2018,3,13,88.47526963
9994,1/27/2018,3,13,95.10139797
9995,1/28/2018,3,13,103.6495289
9996,1/29/2018,3,13,60.55202308
9997,1/30/2018,3,13,76.66436478
9998,1/31/2018,3,13,76.59015077
9999,2/1/2018,3,13,80.07304657
10000,2/2/2018,3,13,97.03696574
10001,2/3/2018,3,13,103.6630941
10002,2/4/2018,3,13,112.211225
10003,2/5/2018,3,13,69.11371918
10004,2/6/2018,3,13,85.22606089
10005,2/7/2018,3,13,85.15184688
10006,2/8/2018,3,13,88.63474268
10007,2/9/2018,3,13,96.70471744
10008,2/10/2018,3,13,103.3308458
10009,2/11/2018,3,13,111.8789767
10010,2/12/2018,3,13,68.78147088
10011,2/13/2018,3,13,84.89381259
10012,2/14/2018,3,13,84.81959858
10013,2/15/2018,3,13,88.30249438
10014,2/16/2018,3,13,96.37246914
10015,2/17/2018,3,13,102.9985975
10016,2/18/2018,3,13,111.5467284
10017,2/19/2018,3,13,68.44922259
10018,2/20/2018,3,13,88.485057
10019,2/21/2018,3,13,84.48735028
10020,2/22/2018,3,13,87.97024608
10021,2/23/2018,3,13,96.04022084
10022,2/24/2018,3,13,102.6663492
10023,2/25/2018,3,13,111.2144801
10024,2/26/2018,3,13,68.11697429
10025,2/27/2018,3,13,84.22931599
10026,2/28/2018,3,13,84.15510199
10027,3/1/2018,3,13,87.63799778
10028,3/2/2018,3,13,111.1673093
10029,3/3/2018,3,13,117.7934376
10030,3/4/2018,3,13,126.3415685
10031,3/5/2018,3,13,83.24406272
10032,3/6/2018,3,13,99.35640442
10033,3/7/2018,3,13,99.28219042
10034,3/8/2018,3,13,102.7650862
10035,3/9/2018,3,13,110.835061
10036,3/10/2018,3,13,117.4611893
10037,3/11/2018,3,13,126.0093202
10038,3/12/2018,3,13,82.91181442
10039,3/13/2018,3,13,99.02415613
10040,3/14/2018,3,13,98.94994212
10041,3/15/2018,3,13,102.4328379
10042,3/16/2018,3,13,110.5028127
10043,3/17/2018,3,13,117.128941
10044,3/18/2018,3,13,125.6770719
10045,3/19/2018,3,13,82.57956612
10046,3/20/2018,3,13,98.69190783
10047,3/21/2018,3,13,98.61769382
10048,3/22/2018,3,13,102.1005896
10049,3/23/2018,3,13,110.1705644
10050,3/24/2018,3,13,116.7966927
10051,3/25/2018,3,13,125.3448236
10052,3/26/2018,3,13,82.24731783
10053,3/27/2018,3,13,98.35965953
10054,3/28/2018,3,13,98.28544552
10055,3/29/2018,3,13,101.7683413
10056,3/30/2018,3,13,109.8383161
10057,1/1/2018,3,14,42.97755296
10058,1/2/2018,3,14,52.89182579
10059,1/3/2018,3,14,54.30514253
10060,1/4/2018,3,14,60.13467429
10061,1/5/2018,3,14,64.30827099
10062,1/6/2018,3,14,69.40461117
10063,1/7/2018,3,14,73.72410571
10064,1/8/2018,3,14,44.21224509
10065,1/9/2018,3,14,54.09925797
10066,1/10/2018,3,14,54.35464592
10067,1/11/2018,3,14,60.18417768
10068,1/12/2018,3,14,64.35777438
10069,1/13/2018,3,14,69.45411455
10070,1/14/2018,3,14,73.7736091
10071,1/15/2018,3,14,44.26174848
10072,1/16/2018,3,14,53.40649061
10073,1/17/2018,3,14,54.40414931
10074,1/18/2018,3,14,60.23368107
10075,1/19/2018,3,14,64.40727777
10076,1/20/2018,3,14,69.50361794
10077,1/21/2018,3,14,73.82311249
10078,1/22/2018,3,14,44.31125187
10079,1/23/2018,3,14,54.19826475
10080,1/24/2018,3,14,54.4536527
10081,1/25/2018,3,14,60.28318446
10082,1/26/2018,3,14,64.45678116
10083,1/27/2018,3,14,69.55312133
10084,1/28/2018,3,14,73.87261588
10085,1/29/2018,3,14,44.36075526
10086,1/30/2018,3,14,54.24776814
10087,1/31/2018,3,14,54.50315609
10088,2/1/2018,3,14,60.33268785
10089,2/2/2018,3,14,68.19457125
10090,2/3/2018,3,14,73.29091143
10091,2/4/2018,3,14,77.61040598
10092,2/5/2018,3,14,48.09854535
10093,2/6/2018,3,14,57.98555824
10094,2/7/2018,3,14,58.24094619
10095,2/8/2018,3,14,64.07047795
10096,2/9/2018,3,14,68.24407464
10097,2/10/2018,3,14,73.34041482
10098,2/11/2018,3,14,77.65990937
10099,2/12/2018,3,14,48.14804874
10100,2/13/2018,3,14,58.03506163
10101,2/14/2018,3,14,58.29044958
10102,2/15/2018,3,14,64.11998134
10103,2/16/2018,3,14,68.29357803
10104,2/17/2018,3,14,73.38991821
10105,2/18/2018,3,14,77.70941275
10106,2/19/2018,3,14,48.19755213
10107,2/20/2018,3,14,61.87987666
10108,2/21/2018,3,14,58.33995297
10109,2/22/2018,3,14,64.16948473
10110,2/23/2018,3,14,68.34308142
10111,2/24/2018,3,14,73.4394216
10112,2/25/2018,3,14,77.75891614
10113,2/26/2018,3,14,48.24705552
10114,2/27/2018,3,14,58.13406841
10115,2/28/2018,3,14,58.38945636
10116,3/1/2018,3,14,64.21898812
10117,3/2/2018,3,14,77.91124057
10118,3/3/2018,3,14,83.00758075
10119,3/4/2018,3,14,87.32707529
10120,3/5/2018,3,14,57.81521467
10121,3/6/2018,3,14,67.70222756
10122,3/7/2018,3,14,67.95761551
10123,3/8/2018,3,14,73.78714727
10124,3/9/2018,3,14,77.96074396
10125,3/10/2018,3,14,83.05708414
10126,3/11/2018,3,14,87.37657868
10127,3/12/2018,3,14,57.86471806
10128,3/13/2018,3,14,67.75173095
10129,3/14/2018,3,14,68.0071189
10130,3/15/2018,3,14,73.83665066
10131,3/16/2018,3,14,78.01024735
10132,3/17/2018,3,14,83.10658753
10133,3/18/2018,3,14,87.42608207
10134,3/19/2018,3,14,57.91422145
10135,3/20/2018,3,14,67.80123434
10136,3/21/2018,3,14,68.05662229
10137,3/22/2018,3,14,73.88615404
10138,3/23/2018,3,14,78.05975074
10139,3/24/2018,3,14,83.15609092
10140,3/25/2018,3,14,87.47558546
10141,3/26/2018,3,14,57.96372484
10142,3/27/2018,3,14,67.85073772
10143,3/28/2018,3,14,68.10612567
10144,3/29/2018,3,14,73.93565743
10145,3/30/2018,3,14,78.10925413
10146,1/1/2018,3,15,63.64945293
10147,1/2/2018,3,15,81.01072806
10148,1/3/2018,3,15,82.48641227
10149,1/4/2018,3,15,81.18672435
10150,1/5/2018,3,15,93.55812933
10151,1/6/2018,3,15,99.37924252
10152,1/7/2018,3,15,108.7607465
10153,1/8/2018,3,15,63.80205886
10154,1/9/2018,3,15,80.82456714
10155,1/10/2018,3,15,82.44282992
10156,1/11/2018,3,15,81.143142
10157,1/12/2018,3,15,93.51454697
10158,1/13/2018,3,15,99.33566017
10159,1/14/2018,3,15,108.7171641
10160,1/15/2018,3,15,63.75847651
10161,1/16/2018,3,15,80.50894773
10162,1/17/2018,3,15,82.39924757
10163,1/18/2018,3,15,81.09955965
10164,1/19/2018,3,15,93.47096462
10165,1/20/2018,3,15,99.29207782
10166,1/21/2018,3,15,108.6735818
10167,1/22/2018,3,15,63.71489416
10168,1/23/2018,3,15,80.73740243
10169,1/24/2018,3,15,82.35566522
10170,1/25/2018,3,15,81.0559773
10171,1/26/2018,3,15,93.42738227
10172,1/27/2018,3,15,99.24849547
10173,1/28/2018,3,15,108.6299994
10174,1/29/2018,3,15,63.67131181
10175,1/30/2018,3,15,80.69382008
10176,1/31/2018,3,15,82.31208287
10177,2/1/2018,3,15,81.01239494
10178,2/2/2018,3,15,101.0243912
10179,2/3/2018,3,15,106.8455044
10180,2/4/2018,3,15,116.2270084
10181,2/5/2018,3,15,71.26832078
10182,2/6/2018,3,15,88.29082905
10183,2/7/2018,3,15,89.90909184
10184,2/8/2018,3,15,88.60940391
10185,2/9/2018,3,15,100.9808089
10186,2/10/2018,3,15,106.8019221
10187,2/11/2018,3,15,116.183426
10188,2/12/2018,3,15,71.22473843
10189,2/13/2018,3,15,88.2472467
10190,2/14/2018,3,15,89.86550949
10191,2/15/2018,3,15,88.56582156
10192,2/16/2018,3,15,100.9372265
10193,2/17/2018,3,15,106.7583397
10194,2/18/2018,3,15,116.1398437
10195,2/19/2018,3,15,71.18115608
10196,2/20/2018,3,15,86.5889568
10197,2/21/2018,3,15,89.82192714
10198,2/22/2018,3,15,88.52223921
10199,2/23/2018,3,15,100.8936442
10200,2/24/2018,3,15,106.7147574
10201,2/25/2018,3,15,116.0962613
10202,2/26/2018,3,15,71.13757373
10203,2/27/2018,3,15,88.160082
10204,2/28/2018,3,15,89.77834478
10205,3/1/2018,3,15,88.47865686
10206,3/2/2018,3,15,117.620107
10207,3/3/2018,3,15,123.4412202
10208,3/4/2018,3,15,132.8227242
10209,3/5/2018,3,15,87.86403658
10210,3/6/2018,3,15,104.8865449
10211,3/7/2018,3,15,106.5048076
10212,3/8/2018,3,15,105.2051197
10213,3/9/2018,3,15,117.5765247
10214,3/10/2018,3,15,123.3976379
10215,3/11/2018,3,15,132.7791418
10216,3/12/2018,3,15,87.82045423
10217,3/13/2018,3,15,104.8429625
10218,3/14/2018,3,15,106.4612253
10219,3/15/2018,3,15,105.1615374
10220,3/16/2018,3,15,117.5329423
10221,3/17/2018,3,15,123.3540555
10222,3/18/2018,3,15,132.7355595
10223,3/19/2018,3,15,87.77687188
10224,3/20/2018,3,15,104.7993802
10225,3/21/2018,3,15,106.4176429
10226,3/22/2018,3,15,105.117955
10227,3/23/2018,3,15,117.48936
10228,3/24/2018,3,15,123.3104732
10229,3/25/2018,3,15,132.6919771
10230,3/26/2018,3,15,87.73328953
10231,3/27/2018,3,15,104.7557978
10232,3/28/2018,3,15,106.3740606
10233,3/29/2018,3,15,105.0743727
10234,3/30/2018,3,15,117.4457776
10235,1/1/2018,3,16,21.62198734
10236,1/2/2018,3,16,24.4273768
10237,1/3/2018,3,16,24.22134107
10238,1/4/2018,3,16,26.16232008
10239,1/5/2018,3,16,27.88495476
10240,1/6/2018,3,16,30.19086948
10241,1/7/2018,3,16,32.00918918
10242,1/8/2018,3,16,19.93205923
10243,1/9/2018,3,16,23.32137957
10244,1/10/2018,3,16,24.08241454
10245,1/11/2018,3,16,26.02339355
10246,1/12/2018,3,16,27.74602823
10247,1/13/2018,3,16,30.05194295
10248,1/14/2018,3,16,31.87026265
10249,1/15/2018,3,16,19.79313271
10250,1/16/2018,3,16,20.09272156
10251,1/17/2018,3,16,23.94348801
10252,1/18/2018,3,16,25.88446702
10253,1/19/2018,3,16,27.6071017
10254,1/20/2018,3,16,29.91301642
10255,1/21/2018,3,16,31.73133612
10256,1/22/2018,3,16,19.65420618
10257,1/23/2018,3,16,23.04352651
10258,1/24/2018,3,16,23.80456148
10259,1/25/2018,3,16,25.74554049
10260,1/26/2018,3,16,27.46817517
10261,1/27/2018,3,16,29.77408989
10262,1/28/2018,3,16,31.59240959
10263,1/29/2018,3,16,19.51527965
10264,1/30/2018,3,16,22.90459998
10265,1/31/2018,3,16,23.66563495
10266,2/1/2018,3,16,25.60661396
10267,2/2/2018,3,16,30.08292663
10268,2/3/2018,3,16,32.38884135
10269,2/4/2018,3,16,34.20716105
10270,2/5/2018,3,16,22.13003111
10271,2/6/2018,3,16,25.51935144
10272,2/7/2018,3,16,26.28038641
10273,2/8/2018,3,16,28.22136542
10274,2/9/2018,3,16,29.9440001
10275,2/10/2018,3,16,32.24991482
10276,2/11/2018,3,16,34.06823452
10277,2/12/2018,3,16,21.99110458
10278,2/13/2018,3,16,25.38042491
10279,2/14/2018,3,16,26.14145988
10280,2/15/2018,3,16,28.08243889
10281,2/16/2018,3,16,29.80507358
10282,2/17/2018,3,16,32.1109883
10283,2/18/2018,3,16,33.92930799
10284,2/19/2018,3,16,21.85217805
10285,2/20/2018,3,16,24.12925414
10286,2/21/2018,3,16,26.00253336
10287,2/22/2018,3,16,27.94351236
10288,2/23/2018,3,16,29.66614705
10289,2/24/2018,3,16,31.97206177
10290,2/25/2018,3,16,33.79038146
10291,2/26/2018,3,16,21.71325152
10292,2/27/2018,3,16,25.10257185
10293,2/28/2018,3,16,25.86360683
10294,3/1/2018,3,16,27.80458583
10295,3/2/2018,3,16,34.1458954
10296,3/3/2018,3,16,36.45181012
10297,3/4/2018,3,16,38.27012981
10298,3/5/2018,3,16,26.19299987
10299,3/6/2018,3,16,29.58232021
10300,3/7/2018,3,16,30.34335518
10301,3/8/2018,3,16,32.28433418
10302,3/9/2018,3,16,34.00696887
10303,3/10/2018,3,16,36.31288359
10304,3/11/2018,3,16,38.13120329
10305,3/12/2018,3,16,26.05407334
10306,3/13/2018,3,16,29.44339368
10307,3/14/2018,3,16,30.20442865
10308,3/15/2018,3,16,32.14540766
10309,3/16/2018,3,16,33.86804234
10310,3/17/2018,3,16,36.17395706
10311,3/18/2018,3,16,37.99227676
10312,3/19/2018,3,16,25.91514681
10313,3/20/2018,3,16,29.30446715
10314,3/21/2018,3,16,30.06550212
10315,3/22/2018,3,16,32.00648113
10316,3/23/2018,3,16,33.72911581
10317,3/24/2018,3,16,36.03503053
10318,3/25/2018,3,16,37.85335023
10319,3/26/2018,3,16,25.77622029
10320,3/27/2018,3,16,29.16554062
10321,3/28/2018,3,16,29.92657559
10322,3/29/2018,3,16,31.8675546
10323,3/30/2018,3,16,33.59018928
10324,1/1/2018,3,17,25.40415411
10325,1/2/2018,3,17,31.74849606
10326,1/3/2018,3,17,31.58433095
10327,1/4/2018,3,17,32.99193123
10328,1/5/2018,3,17,34.6912413
10329,1/6/2018,3,17,36.66282479
10330,1/7/2018,3,17,41.0288264
10331,1/8/2018,3,17,24.72738061
10332,1/9/2018,3,17,31.18638805
10333,1/10/2018,3,17,31.46319898
10334,1/11/2018,3,17,32.87079926
10335,1/12/2018,3,17,34.57010933
10336,1/13/2018,3,17,36.54169282
10337,1/14/2018,3,17,40.90769443
10338,1/15/2018,3,17,24.60624864
10339,1/16/2018,3,17,30.91652285
10340,1/17/2018,3,17,31.34206701
10341,1/18/2018,3,17,32.74966728
10342,1/19/2018,3,17,34.44897735
10343,1/20/2018,3,17,36.42056085
10344,1/21/2018,3,17,40.78656246
10345,1/22/2018,3,17,24.48511667
10346,1/23/2018,3,17,30.94412411
10347,1/24/2018,3,17,31.22093504
10348,1/25/2018,3,17,32.62853531
10349,1/26/2018,3,17,34.32784538
10350,1/27/2018,3,17,36.29942888
10351,1/28/2018,3,17,40.66543049
10352,1/29/2018,3,17,24.3639847
10353,1/30/2018,3,17,30.82299214
10354,1/31/2018,3,17,31.09980307
10355,2/1/2018,3,17,32.50740334
10356,2/2/2018,3,17,38.02767057
10357,2/3/2018,3,17,39.99925407
10358,2/4/2018,3,17,44.36525568
10359,2/5/2018,3,17,28.06380989
10360,2/6/2018,3,17,34.52281733
10361,2/7/2018,3,17,34.79962826
10362,2/8/2018,3,17,36.20722853
10363,2/9/2018,3,17,37.9065386
10364,2/10/2018,3,17,39.8781221
10365,2/11/2018,3,17,44.24412371
10366,2/12/2018,3,17,27.94267792
10367,2/13/2018,3,17,34.40168536
10368,2/14/2018,3,17,34.67849629
10369,2/15/2018,3,17,36.08609656
10370,2/16/2018,3,17,37.78540663
10371,2/17/2018,3,17,39.75699012
10372,2/18/2018,3,17,44.12299173
10373,2/19/2018,3,17,27.82154594
10374,2/20/2018,3,17,32.55893586
10375,2/21/2018,3,17,34.55736431
10376,2/22/2018,3,17,35.96496459
10377,2/23/2018,3,17,37.66427466
10378,2/24/2018,3,17,39.63585815
10379,2/25/2018,3,17,44.00185976
10380,2/26/2018,3,17,27.70041397
10381,2/27/2018,3,17,34.15942141
10382,2/28/2018,3,17,34.43623234
10383,3/1/2018,3,17,35.84383261
10384,3/2/2018,3,17,42.85699846
10385,3/3/2018,3,17,44.82858195
10386,3/4/2018,3,17,49.19458356
10387,3/5/2018,3,17,32.89313777
10388,3/6/2018,3,17,39.35214521
10389,3/7/2018,3,17,39.62895614
10390,3/8/2018,3,17,41.03655641
10391,3/9/2018,3,17,42.73586648
10392,3/10/2018,3,17,44.70744998
10393,3/11/2018,3,17,49.07345159
10394,3/12/2018,3,17,32.7720058
10395,3/13/2018,3,17,39.23101324
10396,3/14/2018,3,17,39.50782417
10397,3/15/2018,3,17,40.91542444
10398,3/16/2018,3,17,42.61473451
10399,3/17/2018,3,17,44.58631801
10400,3/18/2018,3,17,48.95231962
10401,3/19/2018,3,17,32.65087383
10402,3/20/2018,3,17,39.10988127
10403,3/21/2018,3,17,39.3866922
10404,3/22/2018,3,17,40.79429247
10405,3/23/2018,3,17,42.49360254
10406,3/24/2018,3,17,44.46518604
10407,3/25/2018,3,17,48.83118764
10408,3/26/2018,3,17,32.52974186
10409,3/27/2018,3,17,38.9887493
10410,3/28/2018,3,17,39.26556023
10411,3/29/2018,3,17,40.6731605
10412,3/30/2018,3,17,42.37247057
10413,1/1/2018,3,18,52.02868856
10414,1/2/2018,3,18,68.2767585
10415,1/3/2018,3,18,75.82200113
10416,1/4/2018,3,18,77.26793892
10417,1/5/2018,3,18,88.8592927
10418,1/6/2018,3,18,92.28120434
10419,1/7/2018,3,18,99.13866157
10420,1/8/2018,3,18,59.12515028
10421,1/9/2018,3,18,75.42169022
10422,1/10/2018,3,18,76.03882468
10423,1/11/2018,3,18,77.48476246
10424,1/12/2018,3,18,89.07611624
10425,1/13/2018,3,18,92.49802789
10426,1/14/2018,3,18,99.35548511
10427,1/15/2018,3,18,59.34197383
10428,1/16/2018,3,18,74.58423518
10429,1/17/2018,3,18,76.25564822
10430,1/18/2018,3,18,77.70158601
10431,1/19/2018,3,18,89.29293979
10432,1/20/2018,3,18,92.71485144
10433,1/21/2018,3,18,99.57230866
10434,1/22/2018,3,18,59.55879738
10435,1/23/2018,3,18,75.85533731
10436,1/24/2018,3,18,76.47247177
10437,1/25/2018,3,18,77.91840956
10438,1/26/2018,3,18,89.50976334
10439,1/27/2018,3,18,92.93167498
10440,1/28/2018,3,18,99.78913221
10441,1/29/2018,3,18,59.77562092
10442,1/30/2018,3,18,76.07216086
10443,1/31/2018,3,18,76.68929531
10444,2/1/2018,3,18,78.1352331
10445,2/2/2018,3,18,97.63003513
10446,2/3/2018,3,18,101.0519468
10447,2/4/2018,3,18,107.909404
10448,2/5/2018,3,18,67.89589271
10449,2/6/2018,3,18,84.19243265
10450,2/7/2018,3,18,84.80956711
10451,2/8/2018,3,18,86.25550489
10452,2/9/2018,3,18,97.84685868
10453,2/10/2018,3,18,101.2687703
10454,2/11/2018,3,18,108.1262275
10455,2/12/2018,3,18,68.11271626
10456,2/13/2018,3,18,84.4092562
10457,2/14/2018,3,18,85.02639065
10458,2/15/2018,3,18,86.47232844
10459,2/16/2018,3,18,98.06368222
10460,2/17/2018,3,18,101.4855939
10461,2/18/2018,3,18,108.3430511
10462,2/19/2018,3,18,68.32953981
10463,2/20/2018,3,18,82.02063396
10464,2/21/2018,3,18,85.2432142
10465,2/22/2018,3,18,86.68915199
10466,2/23/2018,3,18,98.28050577
10467,2/24/2018,3,18,101.7024174
10468,2/25/2018,3,18,108.5598746
10469,2/26/2018,3,18,68.54636335
10470,2/27/2018,3,18,84.84290329
10471,2/28/2018,3,18,85.46003775
10472,3/1/2018,3,18,86.90597553
10473,3/2/2018,3,18,111.5627107
10474,3/3/2018,3,18,114.9846223
10475,3/4/2018,3,18,121.8420795
10476,3/5/2018,3,18,81.82856824
10477,3/6/2018,3,18,98.12510818
10478,3/7/2018,3,18,98.74224263
10479,3/8/2018,3,18,100.1881804
10480,3/9/2018,3,18,111.7795342
10481,3/10/2018,3,18,115.2014458
10482,3/11/2018,3,18,122.0589031
10483,3/12/2018,3,18,82.04539179
10484,3/13/2018,3,18,98.34193172
10485,3/14/2018,3,18,98.95906618
10486,3/15/2018,3,18,100.405004
10487,3/16/2018,3,18,111.9963577
10488,3/17/2018,3,18,115.4182694
10489,3/18/2018,3,18,122.2757266
10490,3/19/2018,3,18,82.26221533
10491,3/20/2018,3,18,98.55875527
10492,3/21/2018,3,18,99.17588972
10493,3/22/2018,3,18,100.6218275
10494,3/23/2018,3,18,112.2131813
10495,3/24/2018,3,18,115.6350929
10496,3/25/2018,3,18,122.4925502
10497,3/26/2018,3,18,82.47903888
10498,3/27/2018,3,18,98.77557882
10499,3/28/2018,3,18,99.39271327
10500,3/29/2018,3,18,100.8386511
10501,3/30/2018,3,18,112.4300048
10502,1/1/2018,3,19,33.16410358
10503,1/2/2018,3,19,38.99696103
10504,1/3/2018,3,19,36.15870992
10505,1/4/2018,3,19,40.32440343
10506,1/5/2018,3,19,43.54794218
10507,1/6/2018,3,19,45.20309334
10508,1/7/2018,3,19,48.78414613
10509,1/8/2018,3,19,29.89393677
10510,1/9/2018,3,19,35.69012977
10511,1/10/2018,3,19,35.83378345
10512,1/11/2018,3,19,39.99947696
10513,1/12/2018,3,19,43.22301571
10514,1/13/2018,3,19,44.87816687
10515,1/14/2018,3,19,48.45921966
10516,1/15/2018,3,19,29.5690103
10517,1/16/2018,3,19,37.61907636
10518,1/17/2018,3,19,35.50885698
10519,1/18/2018,3,19,39.67455049
10520,1/19/2018,3,19,42.89808924
10521,1/20/2018,3,19,44.55324039
10522,1/21/2018,3,19,48.13429318
10523,1/22/2018,3,19,29.24408382
10524,1/23/2018,3,19,35.04027683
10525,1/24/2018,3,19,35.18393051
10526,1/25/2018,3,19,39.34962402
10527,1/26/2018,3,19,42.57316276
10528,1/27/2018,3,19,44.22831392
10529,1/28/2018,3,19,47.80936671
10530,1/29/2018,3,19,28.91915735
10531,1/30/2018,3,19,34.71535036
10532,1/31/2018,3,19,34.85900404
10533,2/1/2018,3,19,39.02469755
10534,2/2/2018,3,19,47.27219868
10535,2/3/2018,3,19,48.92734984
10536,2/4/2018,3,19,52.50840263
10537,2/5/2018,3,19,33.61819327
10538,2/6/2018,3,19,39.41438627
10539,2/7/2018,3,19,39.55803995
10540,2/8/2018,3,19,43.72373346
10541,2/9/2018,3,19,46.94727221
10542,2/10/2018,3,19,48.60242337
10543,2/11/2018,3,19,52.18347616
10544,2/12/2018,3,19,33.2932668
10545,2/13/2018,3,19,39.0894598
10546,2/14/2018,3,19,39.23311348
10547,2/15/2018,3,19,43.39880699
10548,2/16/2018,3,19,46.62234574
10549,2/17/2018,3,19,48.2774969
10550,2/18/2018,3,19,51.85854969
10551,2/19/2018,3,19,32.96834033
10552,2/20/2018,3,19,40.70162418
10553,2/21/2018,3,19,38.90818701
10554,2/22/2018,3,19,43.07388052
10555,2/23/2018,3,19,46.29741927
10556,2/24/2018,3,19,47.95257043
10557,2/25/2018,3,19,51.53362322
10558,2/26/2018,3,19,32.64341386
10559,2/27/2018,3,19,38.43960686
10560,2/28/2018,3,19,38.58326054
10561,3/1/2018,3,19,42.74895405
10562,3/2/2018,3,19,54.43398879
10563,3/3/2018,3,19,56.08913995
10564,3/4/2018,3,19,59.67019274
10565,3/5/2018,3,19,40.77998338
10566,3/6/2018,3,19,46.57617638
10567,3/7/2018,3,19,46.71983006
10568,3/8/2018,3,19,50.88552357
10569,3/9/2018,3,19,54.10906232
10570,3/10/2018,3,19,55.76421348
10571,3/11/2018,3,19,59.34526627
10572,3/12/2018,3,19,40.45505691
10573,3/13/2018,3,19,46.25124991
10574,3/14/2018,3,19,46.39490359
10575,3/15/2018,3,19,50.5605971
10576,3/16/2018,3,19,53.78413585
10577,3/17/2018,3,19,55.43928701
10578,3/18/2018,3,19,59.0203398
10579,3/19/2018,3,19,40.13013044
10580,3/20/2018,3,19,45.92632344
10581,3/21/2018,3,19,46.06997712
10582,3/22/2018,3,19,50.23567063
10583,3/23/2018,3,19,53.45920938
10584,3/24/2018,3,19,55.11436053
10585,3/25/2018,3,19,58.69541332
10586,3/26/2018,3,19,39.80520396
10587,3/27/2018,3,19,45.60139697
10588,3/28/2018,3,19,45.74505065
10589,3/29/2018,3,19,49.91074416
10590,3/30/2018,3,19,53.1342829
10591,1/1/2018,3,20,32.98631698
10592,1/2/2018,3,20,39.80725343
10593,1/3/2018,3,20,43.60981098
10594,1/4/2018,3,20,50.183139
10595,1/5/2018,3,20,53.28564444
10596,1/6/2018,3,20,56.36075916
10597,1/7/2018,3,20,60.3099559
10598,1/8/2018,3,20,37.82471585
10599,1/9/2018,3,20,44.49493196
10600,1/10/2018,3,20,43.33084845
10601,1/11/2018,3,20,49.90417647
10602,1/12/2018,3,20,53.00668191
10603,1/13/2018,3,20,56.08179664
10604,1/14/2018,3,20,60.03099337
10605,1/15/2018,3,20,37.54575332
10606,1/16/2018,3,20,40.43697164
10607,1/17/2018,3,20,43.05188592
10608,1/18/2018,3,20,49.62521394
10609,1/19/2018,3,20,52.72771939
10610,1/20/2018,3,20,55.80283411
10611,1/21/2018,3,20,59.75203085
10612,1/22/2018,3,20,37.2667908
10613,1/23/2018,3,20,43.93700691
10614,1/24/2018,3,20,42.7729234
10615,1/25/2018,3,20,49.34625142
10616,1/26/2018,3,20,52.44875686
10617,1/27/2018,3,20,55.52387158
10618,1/28/2018,3,20,59.47306832
10619,1/29/2018,3,20,36.98782827
10620,1/30/2018,3,20,43.65804438
10621,1/31/2018,3,20,42.49396087
10622,2/1/2018,3,20,49.06728889
10623,2/2/2018,3,20,56.50968642
10624,2/3/2018,3,20,59.58480114
10625,2/4/2018,3,20,63.53399788
10626,2/5/2018,3,20,41.04875783
10627,2/6/2018,3,20,47.71897394
10628,2/7/2018,3,20,46.55489043
10629,2/8/2018,3,20,53.12821845
10630,2/9/2018,3,20,56.23072389
10631,2/10/2018,3,20,59.30583861
10632,2/11/2018,3,20,63.25503535
10633,2/12/2018,3,20,40.7697953
10634,2/13/2018,3,20,47.44001141
10635,2/14/2018,3,20,46.2759279
10636,2/15/2018,3,20,52.84925592
10637,2/16/2018,3,20,55.95176137
10638,2/17/2018,3,20,59.02687609
10639,2/18/2018,3,20,62.97607282
10640,2/19/2018,3,20,40.49083278
10641,2/20/2018,3,20,49.09569425
10642,2/21/2018,3,20,45.99696538
10643,2/22/2018,3,20,52.5702934
10644,2/23/2018,3,20,55.67279884
10645,2/24/2018,3,20,58.74791356
10646,2/25/2018,3,20,62.6971103
10647,2/26/2018,3,20,40.21187025
10648,2/27/2018,3,20,46.88208636
10649,2/28/2018,3,20,45.71800285
10650,3/1/2018,3,20,52.29133087
10651,3/2/2018,3,20,65.37798662
10652,3/3/2018,3,20,68.45310134
10653,3/4/2018,3,20,72.40229807
10654,3/5/2018,3,20,49.91705803
10655,3/6/2018,3,20,56.58727414
10656,3/7/2018,3,20,55.42319062
10657,3/8/2018,3,20,61.99651865
10658,3/9/2018,3,20,65.09902409
10659,3/10/2018,3,20,68.17413881
10660,3/11/2018,3,20,72.12333555
10661,3/12/2018,3,20,49.6380955
10662,3/13/2018,3,20,56.30831161
10663,3/14/2018,3,20,55.1442281
10664,3/15/2018,3,20,61.71755612
10665,3/16/2018,3,20,64.82006156
10666,3/17/2018,3,20,67.89517628
10667,3/18/2018,3,20,71.84437302
10668,3/19/2018,3,20,49.35913297
10669,3/20/2018,3,20,56.02934908
10670,3/21/2018,3,20,54.86526557
10671,3/22/2018,3,20,61.43859359
10672,3/23/2018,3,20,64.54109904
10673,3/24/2018,3,20,67.61621376
10674,3/25/2018,3,20,71.56541049
10675,3/26/2018,3,20,49.08017045
10676,3/27/2018,3,20,55.75038656
10677,3/28/2018,3,20,54.58630305
10678,3/29/2018,3,20,61.15963107
10679,3/30/2018,3,20,64.26213651
10680,1/1/2018,3,21,32.56666689
10681,1/2/2018,3,21,40.10438572
10682,1/3/2018,3,21,37.00074592
10683,1/4/2018,3,21,41.21312933
10684,1/5/2018,3,21,43.42806453
10685,1/6/2018,3,21,47.51426131
